show_id,type,title,country,date_added,release_year,age_certification,duration,genres,description,principal_country,year_added,month_added,target_ages
s8691,TV Show,Wake Up,United States,"March 31, 2018",2017,TV-14,2 Seasons,"International TV Shows, TV Dramas","After taking the blame for a patient death, an anesthesiologist battling psychiatric trauma fights to stay afloat in the corrupt hospital system.",United States,2018,March,Teens
s8692,Movie,Wakefield,United States,"March 2, 2019",2016,R,109 min,Dramas,"An unhappy father and lawyer quits his suburban life and vanishes into the attic above his garage, where he watches his family move on without him.",United States,2019,March,Adults
s8693,Movie,Walk with Me,United Kingdom,"December 26, 2017",2017,TV-PG,94 min,Documentaries,A community of monks in France led by Zen Buddhist master Thich Nhat Hanh offers an intimate glimpse into mindfulness practice and the monastic life.,United Kingdom,2017,December,Teens
s8694,Movie,Walking Out,United States,"October 1, 2019",2017,PG-13,96 min,"Dramas, Independent Movies, Thrillers","A suburban teen goes hunting with his estranged father. When a mishap with a bear occurs, he must his use his survival skills to save them both.",United States,2019,October,Teens
s8695,Movie,War,"United States, Canada","April 1, 2019",2007,R,103 min,Action & Adventure,"When his partner is killed and all clues point to a notorious assassin, FBI agent Jack Crawford sets out for revenge in this taut action-thriller.",United States,2019,April,Adults
s8696,Movie,War Chhod Na Yaar,India,"March 2, 2019",2013,TV-14,109 min,"Comedies, Dramas, International Movies","Set in an India-Pakistan border post, this satirical but thought-provoking comedy about war deals with serious events in a humorous manner.",India,2019,March,Teens
s8697,Movie,War Horse,"United States, India","May 6, 2019",2011,PG-13,147 min,Dramas,"During World War I, the bond between a young Englishman and his loyal horse, Joey, is tested when Joey is sold to the cavalry and sent to France.",United States,2019,May,Teens
s8698,Movie,War on Everyone,United Kingdom,"December 3, 2019",2016,R,98 min,"Action & Adventure, Comedies","Terry and Bob excel at blackmailing small-time crooks. But when the two cops target a big score, they learn not all criminals are easily intimidated.",United Kingdom,2019,December,Adults
s8699,Movie,Warda,Egypt,"April 18, 2019",2014,TV-14,73 min,"Horror Movies, Independent Movies, International Movies","When an aspiring documentarian returns to his hometown to investigate paranormal happenings, his girlfriend's mental health takes a troubling turn.",Egypt,2019,April,Teens
s8700,Movie,Warehoused,Mexico,"November 1, 2017",2015,TV-14,92 min,"Comedies, Dramas, International Movies",A soon-to-be-retiring Mr. Lino teaches 20-something Nin the strict rules of his new warehouse job in this dramedy about the absurdities of work life.,Mexico,2017,November,Teens
s8701,TV Show,Wartime Portraits,Poland,"September 15, 2016",2014,TV-MA,1 Season,"Docuseries, International TV Shows","Part live-action and part animation, this visually inventive series offers striking portrayals of some of the unsung heroes of World War II.",Poland,2016,September,Adults
s8702,Movie,Water & Power: A California Heist,United States,"February 1, 2018",2017,PG,78 min,Documentaries,California residents and farmers face powerful barons in the struggle to secure water rights in this fresh historical account of profit and interests.,United States,2018,February,Older Kids
s8703,Movie,Waterschool,"United States, Brazil, India, Uganda, China","July 25, 2018",2018,TV-G,68 min,Documentaries,"Six young women, who each live near one of Earth's major rivers, share how the Waterschool environmental education program has impacted their lives.",United States,2018,July,Kids
s8704,Movie,We Are Your Friends,"United Kingdom, France, United States","January 27, 2020",2015,R,96 min,"Dramas, Independent Movies, Music & Musicals",An ambitious young DJ who knows how to work a crowd puts everything at risk for a budding relationship with his mentor's girlfriend.,United Kingdom,2020,January,Adults
s8705,Movie,We Belong Together,United States,"July 16, 2019",2018,TV-14,83 min,Thrillers,A divorced professor shares a night of passion with a troubled student who quickly develops an unhealthy – perhaps deadly – infatuation.,United States,2019,July,Teens
s8706,Movie,We Need to Talk,Spain,"September 1, 2016",2016,TV-MA,91 min,"Comedies, International Movies, Romantic Movies","A happy woman's new love is going great, but she needs one thing: divorce papers from her depressed ex. To get them, trickery may be in order.",Spain,2016,September,Adults
s8707,Movie,We the Animals,United States,"February 11, 2019",2018,R,93 min,"Dramas, Independent Movies","A trio of brothers cope with their parents' volatile relationship by running wild and unchecked, and one of them experiences a visceral awakening.",United States,2019,February,Adults
s8708,Movie,"We, the Marines",United States,"July 1, 2018",2017,TV-PG,38 min,"Documentaries, International Movies","Narrated by actor and former Marine Gene Hackman, this documentary showcases the experience of becoming a member of the US Marine Corps.",United States,2018,July,Teens
s8709,Movie,We're No Animals,"United States, Argentina","August 15, 2017",2015,TV-MA,94 min,"Comedies, Dramas, Independent Movies","Unhappy with his commercial film work, a jaded Hollywood actor moves to Argentina to participate in an experimental thesis on social philosophy.",United States,2017,August,Adults
s8710,Movie,Weather forecast,Poland,"October 1, 2019",1983,TV-MA,91 min,"Dramas, International Movies","When a delivery of coffins foreshadows a harsh winter, residents of a retirement home escape their confines and rediscover the world outside.",Poland,2019,October,Adults
s8711,TV Show,Weeds,United States,"April 1, 2014",2012,TV-MA,8 Seasons,"TV Comedies, TV Dramas",A suburban mother starts selling marijuana to her affluent neighbors so she can maintain her comfortable lifestyle after her husband's sudden death.,United States,2014,April,Adults
s8712,Movie,Weeds on Fire,Hong Kong,"September 27, 2018",2016,TV-MA,95 min,"Dramas, Independent Movies, International Movies","In 1980s Hong Kong, a school principal forms a baseball team with an eclectic crew of local students who soon fight their way to the top of the league.",Hong Kong,2018,September,Adults
s8713,TV Show,Weird Wonders of the World,United Kingdom," March 31, 2017",2016,TV-PG,2 Seasons,"British TV Shows, Docuseries, Science & Nature TV","From animal oddities and bizarre science to medical marvels, scientists and experts examine some of the world's strangest mysteries and phenomena.",United Kingdom,2017,,Teens
s8714,Movie,Welcome 2 Karachi,India,"March 1, 2018",2015,TV-MA,124 min,"Comedies, International Movies","Denied a U.S. visa, two dim Indian men decide to sneak into America on a boat. Fate, however, leaves them stranded on a beach – in Karachi, Pakistan.",India,2018,March,Adults
s8715,Movie,Welcome to Monster High: The Origin Story,United States,"October 1, 2017",2016,TV-Y7,73 min,Children & Family Movies,Dracula's daughter Draculaura sets out to create a new kind of school where monsters of all kinds can be themselves and have a scary good time.,United States,2017,October,Kids
s8716,Movie,Welcome to New York,"United States, France","March 23, 2017",2014,R,108 min,"Dramas, Independent Movies",A lecherous World Bank official sees his reputation crumbling when he's accused of raping a hotel maid during a trip to New York.,United States,2017,March,Adults
s8717,Movie,Welcome to Willits,United States,"February 6, 2018",2017,TV-MA,84 min,"Comedies, Horror Movies, Independent Movies",A marijuana farmer's extraterrestrial paranoia creates trouble for a group of young campers who pitch their tent on his land in Northern California.,United States,2018,February,Adults
s8718,Movie,Westerplatte Resists,Poland,"October 1, 2019",1967,TV-MA,93 min,"Classic Movies, Dramas, International Movies","At the onset of World War II, a Polish infantry lacking firepower fight to build a strong defense and protect their peninsula against enemy forces.",Poland,2019,October,Adults
s8719,Movie,Westside vs. the World,United States,"August 9, 2019",2019,TV-MA,96 min,"Documentaries, Sports Movies","A look into the journey of influential strength coach Louie Simmons and the Westside Barbell gym he founded, evolving the sport of powerlifting.",United States,2019,August,Adults
s8720,Movie,What a Wonderful Family!,China,"July 1, 2018",2017,TV-14,102 min,"Comedies, Dramas, International Movies","In a large family living under one roof, a storm brews when the matriarch requests a divorce from her husband on their 50th anniversary.",China,2018,July,Teens
s8721,TV Show,What Happens to My Family,Turkey,"May 5, 2017",2016,TV-14,1 Season,"International TV Shows, TV Comedies, TV Dramas",A naïve young woman goes to Istanbul to meet the now-grown boy who jokingly promised to marry her in 11 years after she saved his life as a child.,Turkey,2017,May,Teens
s8722,TV Show,What Is Love?,Taiwan,"January 1, 2017",2012,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","A 32-year-old romantic looking for a long-term, monogamous relationship meets a handsome bad boy who only believes in one-night stands.",Taiwan,2017,January,Teens
s8723,Movie,What Lies Beneath,United States,"January 1, 2020",2000,PG-13,130 min,"Horror Movies, Thrillers","When Claire Spencer starts hearing ghostly voices and seeing spooky images, her husband tries to reassure her by telling her it's all in her head.",United States,2020,January,Teens
s8724,Movie,What Makes a Psychopath?,United Kingdom,"February 1, 2019",2017,TV-14,52 min,Documentaries,"This wide-ranging documentary examines the behaviors considered in a diagnosis of psychopathy and includes nonviolent, successful figures in history.",United Kingdom,2019,February,Teens
s8725,Movie,What Still Remains,United States,"December 21, 2018",2018,TV-14,91 min,"Dramas, Thrillers","Struggling to survive alone post-apocalypse, a young woman is offered protection by an unknown man, but his village may not be the haven she imagines.",United States,2018,December,Teens
s8726,Movie,What's Up With Love?,Indonesia,"December 8, 2018",2002,R,110 min,"Dramas, International Movies, Romantic Movies","A popular high school girl strains her relationship with her close-knit clique when she begins falling for a reclusive, lower-class schoolmate.",Indonesia,2018,December,Adults
s8727,TV Show,When Calls the Heart,United States,"December 29, 2018",2017,TV-PG,5 Seasons,TV Dramas,"Leaving behind her upper-crust city roots, a woman journeys west in the early 1900s to become a teacher in a small Canadian mining community.",United States,2018,December,Teens
s8728,Movie,When Hari Got Married,"United Kingdom, India, United States","December 25, 2016",2013,NR,75 min,"Documentaries, International Movies","A small-town taxi driver is arranged to be married, resulting in an intimate look at the clash between modernity and tradition in India.",United Kingdom,2016,December,Adults
s8729,Movie,When Two Worlds Collide,"Peru, United States, United Kingdom","November 30, 2016",2016,TV-14,103 min,"Documentaries, International Movies",This documentary takes a hard look at how indigenous peoples clashed violently with the Peruvian government over land and economics in the Amazon.,Peru,2016,November,Teens
s8730,Movie,Where the Money Is,"Germany, United States, United Kingdom, Canada","January 15, 2020",2000,PG-13,89 min,"Action & Adventure, Comedies, Dramas","Paul Newman proves he's still got prodigious acting chops, playing an aging bank robber who may have one last job in him. Faking a stroke, the incarcerated Newman is transferred to a nursing home and the care of a skeptical nurse.",Germany,2020,January,Teens
